wagnum,month,target_month,target_day
29928,2023-03-01,1,0
29928,2023-03-01,1,0
29928,2023-03-01,1,0
29928,2023-03-01,1,0
29928,2023-03-01,1,0
29928,2023-03-01,1,0
29928,2023-03-01,1,0
29928,2023-03-01,1,0
29928,2023-03-01,1,0
29930,2023-03-01,0,0
29933,2023-03-01,1,1
29935,2023-03-01,1,0
29938,2023-03-01,1,0
29942,2023-03-01,1,1
29944,2023-03-01,1,0
29948,2023-03-01,1,0
29950,2023-03-01,1,1
29952,2023-03-01,1,1
29822,2023-03-01,1,1
29823,2023-03-01,1,1
29824,2023-03-01,1,0
29826,2023-03-01,1,1
29830,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29831,2023-03-01,0,0
29840,2023-03-01,1,0
29844,2023-03-01,1,1
29845,2023-03-01,1,1
29850,2023-03-01,1,1
29852,2023-03-01,1,0
29854,2023-03-01,1,1
29856,2023-03-01,1,1
29857,2023-03-01,1,1
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29859,2023-03-01,0,0
29860,2023-03-01,0,0
29863,2023-03-01,1,1
29865,2023-03-01,1,1
29867,2023-03-01,1,1
29868,2023-03-01,1,1
29874,2023-03-01,0,0
29876,2023-03-01,0,0
29886,2023-03-01,1,0
29887,2023-03-01,1,1
29811,2023-03-01,1,1
29813,2023-03-01,1,1
29814,2023-03-01,1,1
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29815,2023-03-01,0,0
29800,2023-03-01,0,0
29802,2023-03-01,0,0
29804,2023-03-01,1,1
29809,2023-03-01,1,1
33339,2023-03-01,1,1
33342,2023-03-01,1,1
33337,2023-03-01,1,1
5624,2023-03-01,0,0
5768,2023-03-01,0,0
6163,2023-03-01,0,0
6169,2023-03-01,0,0
2052,2023-03-01,1,0
6039,2023-03-01,0,0
6642,2023-03-01,0,0
7462,2023-03-01,0,0
8040,2023-03-01,0,0
8148,2023-03-01,1,1
9083,2023-03-01,1,0
9739,2023-03-01,0,0
16629,2023-03-01,1,1
16803,2023-03-01,0,0
19634,2023-03-01,0,0
32759,2023-03-01,0,0
6356,2023-03-01,1,1
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
2035,2023-03-01,1,0
6576,2023-03-01,0,0
7030,2023-03-01,0,0
7715,2023-03-01,0,0
5368,2023-03-01,0,0
6077,2023-03-01,0,0
6639,2023-03-01,0,0
6752,2023-03-01,0,0
8557,2023-03-01,0,0
9058,2023-03-01,0,0
9692,2023-03-01,0,0
18338,2023-03-01,0,0
20738,2023-03-01,0,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21199,2023-03-01,1,0
21330,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21336,2023-03-01,1,0
21764,2023-03-01,1,1
27588,2023-03-01,1,0
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28477,2023-03-01,1,1
28775,2023-03-01,1,1
29150,2023-03-01,1,1
33176,2023-03-01,0,0
33178,2023-03-01,0,0
33324,2023-03-01,0,0
33347,2023-03-01,1,1
8095,2023-03-01,0,0
10524,2023-03-01,0,0
10938,2023-03-01,1,1
13674,2023-03-01,1,1
16228,2023-03-01,0,0
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
21244,2023-03-01,1,1
24266,2023-03-01,0,0
24769,2023-03-01,1,0
27400,2023-03-01,1,1
28352,2023-03-01,1,1
28385,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
28856,2023-03-01,1,1
31796,2023-03-01,0,0
673,2023-03-01,0,0
1011,2023-03-01,1,1
1155,2023-03-01,0,0
1652,2023-03-01,0,0
1729,2023-03-01,0,0
1798,2023-03-01,1,1
1809,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
1956,2023-03-01,1,0
2360,2023-03-01,1,0
2419,2023-03-01,1,0
2178,2023-03-01,1,0
2185,2023-03-01,1,0
2189,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2192,2023-03-01,1,0
2199,2023-03-01,1,0
2203,2023-03-01,1,0
2205,2023-03-01,1,0
2207,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2208,2023-03-01,1,0
2213,2023-03-01,1,0
2214,2023-03-01,1,0
2221,2023-03-01,1,0
2226,2023-03-01,1,0
2229,2023-03-01,1,0
2231,2023-03-01,1,0
2232,2023-03-01,1,0
2236,2023-03-01,1,0
2239,2023-03-01,1,0
2243,2023-03-01,1,0
2249,2023-03-01,0,0
2250,2023-03-01,1,1
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1127,2023-03-01,0,0
1139,2023-03-01,0,0
1145,2023-03-01,0,0
1147,2023-03-01,1,1
1150,2023-03-01,1,1
1157,2023-03-01,1,1
1159,2023-03-01,1,1
1160,2023-03-01,1,1
1165,2023-03-01,0,0
1169,2023-03-01,0,0
1170,2023-03-01,0,0
1173,2023-03-01,0,0
1174,2023-03-01,1,1
1177,2023-03-01,0,0
1419,2023-03-01,0,0
1424,2023-03-01,0,0
1429,2023-03-01,0,0
1446,2023-03-01,0,0
1449,2023-03-01,0,0
1455,2023-03-01,0,0
33919,2023-03-01,1,1
2263,2023-03-01,1,1
2265,2023-03-01,1,0
2269,2023-03-01,1,0
2270,2023-03-01,1,0
2272,2023-03-01,1,0
2273,2023-03-01,1,0
2279,2023-03-01,1,0
2285,2023-03-01,1,0
2288,2023-03-01,1,0
2289,2023-03-01,1,0
2291,2023-03-01,1,0
2294,2023-03-01,1,0
2298,2023-03-01,1,0
2299,2023-03-01,1,0
2304,2023-03-01,1,0
2307,2023-03-01,1,0
2313,2023-03-01,1,0
2321,2023-03-01,1,0
2324,2023-03-01,1,0
2328,2023-03-01,1,0
2331,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
2333,2023-03-01,1,0
1456,2023-03-01,0,0
1460,2023-03-01,0,0
1461,2023-03-01,0,0
1475,2023-03-01,0,0
1595,2023-03-01,0,0
1622,2023-03-01,0,0
1625,2023-03-01,0,0
1627,2023-03-01,0,0
1631,2023-03-01,0,0
1632,2023-03-01,0,0
1636,2023-03-01,0,0
1638,2023-03-01,0,0
1640,2023-03-01,0,0
1642,2023-03-01,0,0
1645,2023-03-01,0,0
1647,2023-03-01,0,0
1649,2023-03-01,0,0
1657,2023-03-01,0,0
1659,2023-03-01,0,0
1665,2023-03-01,0,0
1678,2023-03-01,0,0
2336,2023-03-01,1,0
2337,2023-03-01,1,0
2342,2023-03-01,1,0
2345,2023-03-01,1,0
2349,2023-03-01,1,0
2351,2023-03-01,1,1
2358,2023-03-01,1,1
2365,2023-03-01,1,0
2367,2023-03-01,1,0
2368,2023-03-01,1,0
2374,2023-03-01,1,0
2377,2023-03-01,0,0
2378,2023-03-01,1,0
2381,2023-03-01,1,0
2382,2023-03-01,1,1
2386,2023-03-01,1,1
2391,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2392,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2394,2023-03-01,1,0
2399,2023-03-01,1,1
2401,2023-03-01,1,1
2406,2023-03-01,1,0
1682,2023-03-01,0,0
1683,2023-03-01,0,0
1685,2023-03-01,0,0
1687,2023-03-01,0,0
1691,2023-03-01,0,0
1694,2023-03-01,0,0
1696,2023-03-01,0,0
1700,2023-03-01,0,0
1701,2023-03-01,0,0
1707,2023-03-01,0,0
1708,2023-03-01,0,0
1715,2023-03-01,0,0
1717,2023-03-01,0,0
1721,2023-03-01,0,0
1722,2023-03-01,0,0
1731,2023-03-01,0,0
33906,2023-03-01,1,1
33906,2023-03-01,1,1
33906,2023-03-01,1,1
33906,2023-03-01,1,1
33906,2023-03-01,1,1
33906,2023-03-01,1,1
33906,2023-03-01,1,1
33906,2023-03-01,1,1
33906,2023-03-01,1,1
33906,2023-03-01,1,1
33906,2023-03-01,1,1
33906,2023-03-01,1,1
33906,2023-03-01,1,1
33906,2023-03-01,1,1
33906,2023-03-01,1,1
